id,laboratory_id,active_principle_id,"created_at","updated_at","nombre",cod_minsa,"concentracion","forma_farmaceutica","forma_farmaceutica_simp","presentacion"
248,3,NULL,NULL,NULL,"DOLO QUIMAGESICO",3877,"1%","Solución Tópica","AEROSOL","Frasco atomizador x 85 mL"
249,3,NULL,NULL,NULL,"DOLO QUIMAGESICO",3880,"75 mg/3 mL","Solución Inyectable","INYECTABLE","Ampolla X 3 mL + Accesorios"
250,3,NULL,NULL,NULL,"DOLO QUIMAGESICO VIT",3881,"","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
251,3,NULL,NULL,NULL,"DORMEX",4019,"7.5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
252,3,NULL,NULL,NULL,"DOXIAC",4034,"100 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
253,3,NULL,NULL,NULL,"ENALAPRIL",4298,"5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
254,3,NULL,NULL,NULL,"ENALAPRIL",4299,"10 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
255,3,NULL,NULL,NULL,"ENALAPRIL",4300,"20 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
256,3,NULL,NULL,NULL,"EPIVAL",4402,"250 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
257,3,NULL,NULL,NULL,"ERITROMICINA",4424,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
258,3,NULL,NULL,NULL,"ERITROMICINA",4438,"250 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 60 mL"
259,3,NULL,NULL,NULL,"FEMELLE 20",4758,"","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
260,3,NULL,NULL,NULL,"FENSOBAR A NF",4790,"","Polvo Oral","POLVO","Frasco X 60 g"
262,3,NULL,NULL,NULL,"FLEXA NEUROVIT",4914,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
264,3,NULL,NULL,NULL,"FLUOXETINA",5041,"20 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
265,3,NULL,NULL,NULL,"FRUTENZIMA",5121,"","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
266,3,NULL,NULL,NULL,"FUNZAL TWIN",5137,"150 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
268,3,NULL,NULL,NULL,"FUROSEMIDA",5161,"40 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
269,3,NULL,NULL,NULL,"GANAXIN",5198,"0.10%","Gel","JALEA","Tubo X 30 g"
270,3,NULL,NULL,NULL,"GEMFIBROZILO",5286,"600 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
271,3,NULL,NULL,NULL,"GINODERM",5369,"0.06%","Gel","JALEA","Caja Sobre x 2.5 g"
273,3,NULL,NULL,NULL,"GLIBENCLAMIDA",5389,"5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
274,3,NULL,NULL,NULL,"GREXA",5491,"2 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
275,3,NULL,NULL,NULL,"GREXA",5492,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
276,3,NULL,NULL,NULL,"HARDAL",5591,"200 mg + 50 mg","Tableta","TABLETA","Frasco Tabletas"
277,3,NULL,NULL,NULL,"HEMAX",5613,"4000 UI","Polvo para Solución Inyectable","INYECTABLE","Vial X 1 mL + Solvente"
278,3,NULL,NULL,NULL,"HEMORRODIL® COMPUESTO NF",5615,"","Supositorio","SUPOSITORIO","Caja Envase Tira Supositorios"
280,3,NULL,NULL,NULL,"HEMORRODIL COMPUESTO NF",5617,"","Ungüento","UNGUENTO","Tubo X 28 g"
281,3,NULL,NULL,NULL,"HIDROCORTISONA SUCCINATO SODICO",5678,"250 mg","Polvo para Solución Inyectable","INYECTABLE","Caja vial"
282,3,NULL,NULL,NULL,"IBUPROFENO",5856,"400 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
283,3,NULL,NULL,NULL,"IBUPROFENO",5857,"600 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
284,3,NULL,NULL,NULL,"IBUPROFENO",5858,"800 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
285,3,NULL,NULL,NULL,"ITRACONAZOL",6123,"100 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
286,3,NULL,NULL,NULL,"KETOCONAZOL",6364,"2%","Crema","CREMA","Tubo x 10 g"
287,3,NULL,NULL,NULL,"KETOROLACO",6390,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
288,3,NULL,NULL,NULL,"KETOTIFENO",6412,"1 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
289,3,NULL,NULL,NULL,"KLARIXOL",6434,"125 mg/5 mL","Granulos para Suspensión Oral","GRANULOS","Frasco X 60 mL"
290,3,NULL,NULL,NULL,"KLARIXOL",6435,"250 mg/5 mL","Granulos para Suspensión Oral","GRANULOS","Frasco X 60 mL"
291,3,NULL,NULL,NULL,"KLARIXOL",6436,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
292,3,NULL,NULL,NULL,"KOPODEX",6449,"500 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
293,3,NULL,NULL,NULL,"KOPODEX",6450,"1 g","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
294,3,NULL,NULL,NULL,"LAFIGIN",6568,"100 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
295,3,NULL,NULL,NULL,"LIPOTROPIC",6896,"20 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
296,3,NULL,NULL,NULL,"LOPECIA",6951,"1 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
297,3,NULL,NULL,NULL,"LORATADINA",6977,"5 mg/5 mL","Jarabe","SOLUCION","Frasco X 60 mL"
298,3,NULL,NULL,NULL,"LORAZEPAM",6984,"1 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
299,3,NULL,NULL,NULL,"LORAZEPAM",6985,"2 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
300,3,NULL,NULL,NULL,"MAGALDRAX",7141,"800 mg + 60 mg/10 mL","Suspensión Oral","SUSPENSION","Frasco X 200 mL"
301,3,NULL,NULL,NULL,"MAGALDRAX",7142,"200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
302,3,NULL,NULL,NULL,"MARVIL",7180,"70 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Tabletas"
305,3,NULL,NULL,NULL,"METAMIZOL SODICO",7396,"0.5 g/mL","Solución Oral","SOLUCION","Frasco x 10 mL"
306,3,NULL,NULL,NULL,"MICORAL",7513,"100 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
307,3,NULL,NULL,NULL,"MINOXIDIL",7562,"2%","Solución Tópica","AEROSOL","Frasco X 60 mL"
308,3,NULL,NULL,NULL,"MIO BEXX P",7570,"","Tableta","TABLETA","Caja Envase Blister Tabletas"
310,3,NULL,NULL,NULL,"MIZONASE",7598,"","Crema Vaginal","CREMA","Tubo x 55 g + Accesorio"
311,3,NULL,NULL,NULL,"MIZONASE",7599,"","Ovulo","OVULO","Caja Envase Blister Ovulos"
314,3,NULL,NULL,NULL,"MULTIDERM",7719,"","Crema","CREMA","Tubo x 10 g"
315,3,NULL,NULL,NULL,"MULTIMYCIN",7724,"","Ungüento","UNGUENTO","Tubo X 14 g"
316,3,NULL,NULL,NULL,"NAPROXENO SODICO",7819,"550 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas"
317,3,NULL,NULL,NULL,"NEOGASOL",7911,"80 mg","Tableta Masticable","TABLETA","Caja Envase Blister Tabletas"
318,3,NULL,NULL,NULL,"NETAF",7967,"5 mg","Suspensión Oral","SUSPENSION","Frasco x 20 mL"
319,3,NULL,NULL,NULL,"NEURO VIT",8043,"","Tableta","TABLETA","Caja Envase Blíster Comprimidos"
321,3,NULL,NULL,NULL,"NEUTROMAX",8132,"300 µg","Solución Inyectable","INYECTABLE","Caja Vial X 1 mL"
322,3,NULL,NULL,NULL,"NIMODIPINO",8195,"30 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
323,3,NULL,NULL,NULL,"NIMOFAR PLUS",8199,"100 mg + 30 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
324,3,NULL,NULL,NULL,"NIOFEN",8203,"2%","Ungüento","UNGUENTO","Tubo X 15 g"
325,3,NULL,NULL,NULL,"NITAXOM",8232,"100 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 60 mL"
326,3,NULL,NULL,NULL,"NITAXOM",8233,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
327,3,NULL,NULL,NULL,"NUMOSOL",8427,"50 mg/5 mL","Jarabe","SOLUCION","Frasco X 100 mL"
328,3,NULL,NULL,NULL,"NUMOSOL",8428,"28 mg/5 mL","Jarabe","SOLUCION","Frasco X 100 mL"
329,3,NULL,NULL,NULL,"OMEPRAZOL",8533,"20 mg","Cápsula de Liberación Retardada","CAPSULA","Caja Envase Blister Cápsulas"
330,3,NULL,NULL,NULL,"ORAZOL",8633,"20 mg","Cápsula de Liberación Retardada","CAPSULA","Caja Envase Blister Cápsulas"
331,3,NULL,NULL,NULL,"ORFENADRINA CITRATO",8645,"100 mg","Tableta de Liberación Prolongada","TABLETA","Caja Envase Blister Tabletas"
332,3,NULL,NULL,NULL,"PANTOPRAZOL",8816,"40 mg","Tableta de Liberación Retardada","TABLETA","Caja Envase Blister Tabletas"
333,3,NULL,NULL,NULL,"PARACETAMOL",8844,"500 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
334,3,NULL,NULL,NULL,"PASSIVA",8877,"60 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
335,3,NULL,NULL,NULL,"PENTOXIFILINA",8927,"400 mg","Tableta de Liberación Prolongada","TABLETA","Caja Envase Blister Tabletas"
336,3,NULL,NULL,NULL,"PIRANTEL",9007,"250 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
337,3,NULL,NULL,NULL,"PLEREN PLUS",9061,"","Tableta","TABLETA","Caja Envase Blister Tabletas"
338,3,NULL,NULL,NULL,"PREDNISONA",9161,"50 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
339,3,NULL,NULL,NULL,"PROBERTAN",9230,"150 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
340,3,NULL,NULL,NULL,"PROBERTAN",9231,"300 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
341,3,NULL,NULL,NULL,"PROGENDO",9246,"200 mg","Cápsula Blanda","CAPSULA","Caja Envase Blister Cápsulas"
342,3,NULL,NULL,NULL,"PROGENDO",9247,"400 mg","Cápsula Blanda","CAPSULA","Caja Envase Blister Cápsulas"
343,3,NULL,NULL,NULL,"PROLIX",9256,"300 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
344,3,NULL,NULL,NULL,"QUANTRUM",9366,"500 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
345,3,NULL,NULL,NULL,"QUANTRUM",9367,"750 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
346,3,NULL,NULL,NULL,"QUETIDIN",9380,"200 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Tabletas"
347,3,NULL,NULL,NULL,"RANITIDINA",9431,"150 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Comprimidos"
348,3,NULL,NULL,NULL,"RANITIDINA",9432,"300 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Comprimidos"
349,3,NULL,NULL,NULL,"RESOTYL",9563,"200 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
350,3,NULL,NULL,NULL,"RICILINA",9629,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
352,3,NULL,NULL,NULL,"RINOMEX",9672,"2.5 mg + 15 mg/5 mL","Jarabe","SOLUCION","Frasco X 120 mL"
353,3,NULL,NULL,NULL,"RISPERIDONA",9696,"1 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
354,3,NULL,NULL,NULL,"RISPERIDONA",9697,"2 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
355,3,NULL,NULL,NULL,"SECNIDAZOL",9872,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
356,3,NULL,NULL,NULL,"SIMETICONA SABOR A FRESA",10041,"80 mg/mL","Suspensión Oral","SUSPENSION","Caja Frasco Gotero X 15 mL"
357,3,NULL,NULL,NULL,"SIMETICONA",10043,"80 mg","Tableta Masticable","TABLETA","Caja Envase Blister Tabletas"
358,3,NULL,NULL,NULL,"SIMIBE",10045,"10 mg + 10 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
359,3,NULL,NULL,NULL,"SIMIBE",10046,"10 mg + 20 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
360,3,NULL,NULL,NULL,"SIMIBE",10047,"10 mg + 40 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
361,3,NULL,NULL,NULL,"SIMVASTATINA",10072,"20 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
362,3,NULL,NULL,NULL,"SULTAMICILINA",10381,"375 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
363,3,NULL,NULL,NULL,"TETRACICLINA",10684,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
364,3,NULL,NULL,NULL,"THEOLAIR PLUS",10702,"","Jarabe","SOLUCION","Frasco X 120 mL"
365,3,NULL,NULL,NULL,"THIMOLINA LEONARD",10711,"","Solución Oral","SOLUCION","Frasco X 100 mL"
367,3,NULL,NULL,NULL,"TIBEX",10725,"0.75 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
368,3,NULL,NULL,NULL,"TIBEX",10726,"1.5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
369,3,NULL,NULL,NULL,"TINOX",10753,"2.5 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
370,3,NULL,NULL,NULL,"TRILAT",10924,"37.5 mg + 325 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
372,3,NULL,NULL,NULL,"TRILOXAR",10929,"5 mg","Grageas","TABLETA","Caja Grageas"
373,3,NULL,NULL,NULL,"TRIMETABOL",10931,"","Jarabe","SOLUCION","Frasco X 100 mL"
374,3,NULL,NULL,NULL,"VACIDOX",11152,"0.5 mg","Ovulo","OVULO","Caja Envase Blister Ovulos"
375,3,NULL,NULL,NULL,"VADIRAL",11154,"500 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
376,3,NULL,NULL,NULL,"VALNOC",11169,"3 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
377,3,NULL,NULL,NULL,"VERAPAMILO",11360,"80 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
378,3,NULL,NULL,NULL,"VIAXAL",11385,"20 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
379,3,NULL,NULL,NULL,"VITAVID",11442,"","Solución Oral","SOLUCION","Frasco Gotero X 30 mL"
380,3,NULL,NULL,NULL,"VOLUSOL",11586,"2%","Crema Vaginal","CREMA","Caja Tubo X 15 g + Accesorio"
381,3,NULL,NULL,NULL,"ZATRIX",11719,"0.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
383,3,NULL,NULL,NULL,"ZATRIX",11721,"2 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
385,3,NULL,NULL,NULL,"ZATRIX SL",11723,"0.25 mg","Tableta Sublingual","TABLETA","Caja Envase Blister Tabletas"
386,3,NULL,NULL,NULL,"ZETIX D",11773,"","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
387,3,NULL,NULL,NULL,"ZIX",11830,"","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
388,4,NULL,NULL,NULL,"ACICLOVIR",95,"200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
389,4,NULL,NULL,NULL,"ACICLOVIR",96,"400 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
390,4,NULL,NULL,NULL,"ACIDO ALENDRONICO",123,"70 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
391,4,NULL,NULL,NULL,"ALBENDAZOL",357,"100 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 20 mL"
392,4,NULL,NULL,NULL,"ALPRAZOLAM",513,"0.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
393,4,NULL,NULL,NULL,"AMIODARONA CLORHIDRATO",593,"200 mg","Tableta","TABLETA","Caja Envase Blíster Comprimidos"
394,4,NULL,NULL,NULL,"ATORVASTATINA",1054,"20 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
395,4,NULL,NULL,NULL,"AZITROMICINA",1233,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
396,4,NULL,NULL,NULL,"CAPTOPRIL",2041,"50 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
397,4,NULL,NULL,NULL,"CARBAMAZEPINA",2056,"200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
398,4,NULL,NULL,NULL,"CELECOXIB",2305,"200 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
399,4,NULL,NULL,NULL,"CETIRIZINA",2418,"5 mg/5 mL","Jarabe","SOLUCION","Caja Frasco X 60 mL"
400,4,NULL,NULL,NULL,"CIPROFLOXACINO",2541,"750 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
401,4,NULL,NULL,NULL,"CLARITROMICINA",2643,"250 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco X 50 mL"
402,4,NULL,NULL,NULL,"CLARITROMICINA",2644,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
403,4,NULL,NULL,NULL,"CLOPIDOGREL",2789,"75 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
404,4,NULL,NULL,NULL,"CLORFENAMINA MALEATO",2823,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
405,4,NULL,NULL,NULL,"CLOTRIMAZOL",2878,"500 mg","Tableta Vaginal","OVULO","Caja Envase Blister Ovulos"
406,4,NULL,NULL,NULL,"DEXAMETASONA",3487,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
407,4,NULL,NULL,NULL,"ENALAPRIL",4289,"10 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
408,4,NULL,NULL,NULL,"FLUTAMIDA",5050,"250 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
409,4,NULL,NULL,NULL,"FURAZOLIDONA",5147,"50 mg/15 mL","Suspensión Oral","SUSPENSION","Frasco x 120 mL"
410,4,NULL,NULL,NULL,"FURAZOLIDONA",5148,"100 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
411,4,NULL,NULL,NULL,"HIOSCINA BUTILBROMURO",5729,"10 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
412,4,NULL,NULL,NULL,"IBUPROFENO",5862,"100 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
413,4,NULL,NULL,NULL,"KETOCONAZOL",6356,"200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
414,4,NULL,NULL,NULL,"KETOPROFENO",6379,"100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
415,4,NULL,NULL,NULL,"KETOROLACO",6393,"10 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
416,4,NULL,NULL,NULL,"LANSOPRAZOL",6601,"30 mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blister Cápsulas"
417,4,NULL,NULL,NULL,"LEFOQUIM",6667,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
418,4,NULL,NULL,NULL,"LEXATUSSIN",6754,"15 mg/5 mL","Jarabe","SOLUCION","Frasco X 120 mL"
419,4,NULL,NULL,NULL,"LOSARTAN POTASICO",7015,"50 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
420,4,NULL,NULL,NULL,"METFORMINA CLORHIDRATO",7406,"850 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
421,4,NULL,NULL,NULL,"METRONIDAZOL",7444,"500 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
422,4,NULL,NULL,NULL,"MUCOSEC PEDIATRICO",7673,"15 mg/5 mL","Jarabe","SOLUCION","Frasco x 120 mL"
423,4,NULL,NULL,NULL,"NODEP 20",8277,"20 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
424,4,NULL,NULL,NULL,"OMEPRAZOL",8532,"20 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
425,4,NULL,NULL,NULL,"PROMIZEN 550",9268,"550 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
426,4,NULL,NULL,NULL,"RISPERIDONA",9699,"2 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
427,4,NULL,NULL,NULL,"SALBUTAMOL",9812,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
428,4,NULL,NULL,NULL,"SINALERG",10083,"5 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
429,4,NULL,NULL,NULL,"SULFAMETOXAZOL + TRIMETOPRIMA + GUAIFENESINA",10322,"200 mg + 40 mg + 50 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
430,4,NULL,NULL,NULL,"SULFAMETOXAZOL + TRIMETOPRIMA",10340,"200 mg + 40 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
431,4,NULL,NULL,NULL,"TERAZOSINA",10618,"5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
432,4,NULL,NULL,NULL,"TERBINAFINA",10628,"250 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
433,4,NULL,NULL,NULL,"TETRACICLINA",10686,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
434,4,NULL,NULL,NULL,"TIOGUANINA",10759,"40 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
435,4,NULL,NULL,NULL,"TUSQUIM",10977,"","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
436,4,NULL,NULL,NULL,"ZATRIN 500",11717,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
438,4,NULL,NULL,NULL,"ZIDOVUDINA",11785,"300 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Cápsulas"
439,5,NULL,NULL,NULL,"ACICLOVIR",99,"3%","Ungüento Oftálmico","UNGUENTO OFTALMICO","Tubo X 3.5 g"
440,5,NULL,NULL,NULL,"ATROPINA SULFATO",1091,"1%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 5 mL"
441,5,NULL,NULL,NULL,"FLORIL OFFICE",1566,"0.05%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 15 mL"
442,5,NULL,NULL,NULL,"CLORIN",2829,"0.50%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 5 mL"
443,5,NULL,NULL,NULL,"CLORIN",2830,"1%","Ungüento Oftálmico","UNGUENTO OFTALMICO","Caja Tubo X 3.5 g"
444,5,NULL,NULL,NULL,"CLORINCORT P",2831,"","Ungüento Oftálmico","UNGUENTO OFTALMICO","Tubo X 3.5 g"
445,5,NULL,NULL,NULL,"FENILEFRINA",4773,"10%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 5 mL"
446,5,NULL,NULL,NULL,"FLORIL NUEVA FORMULA",4954,"0.03%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 15 mL"
448,5,NULL,NULL,NULL,"FRAMIDEX NF",5110,"1 % + 0.1 %","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 2.5 mL"
449,5,NULL,NULL,NULL,"GENTAMICINA",5314,"0.30%","Ungüento Oftálmico","UNGUENTO OFTALMICO","Tubo X 3.5 g"
450,5,NULL,NULL,NULL,"LANCIPROX",6596,"0.30%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco x 5 mL"
451,5,NULL,NULL,NULL,"NAPHAVIT",7791,"0.10%","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco gotero x 15 mL"
452,5,NULL,NULL,NULL,"NEOTROL N.F.",7950,"5 mg + 6000 UI + 1 mg/mL","Suspensión Oftálmica","SUSPENSION OFTALMICA","Frasco X 5 mL"
453,5,NULL,NULL,NULL,"OTIDOL NUEVA FORMULA",8677,"","Solución Otica","SOLUCION OTICA","Frasco X 5 mL"
454,5,NULL,NULL,NULL,"PATADINE",8885,"0.10%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 5 mL"
455,5,NULL,NULL,NULL,"PREDSO",9188,"1%","Suspensión Oftálmica","SUSPENSION OFTALMICA","Frasco X 5 mL"
456,5,NULL,NULL,NULL,"TETRALAN",10691,"1%","Ungüento Oftálmico","UNGUENTO OFTALMICO","Tubo X 6 g"
457,5,NULL,NULL,NULL,"TIMOX",10748,"0.50%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco Gotero X 5 mL"
458,5,NULL,NULL,NULL,"TOBRAZOL",10793,"0.30%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco Gotero X 5 mL"
459,5,NULL,NULL,NULL,"TROPICAMIDA",10960,"1%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco x 15 mL"
460,5,NULL,NULL,NULL,"TRUSOMIDA",10967,"2%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco Gotero X 5 mL"
461,5,NULL,NULL,NULL,"XALOPTIC",11620,"0.01%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco Gotero X 2.5 mL"
462,6,NULL,NULL,NULL,"ACICLOVIR",102,"200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
463,6,NULL,NULL,NULL,"AMOXICILINA + ACIDO CLAVULANICO",662,"250 mg + 62.5 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco x 60 mL + Accesorio"
464,6,NULL,NULL,NULL,"AMOXICILINA + AMBROXOL CLORHIDRATO",664,"250 mg + 15 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 60 mL"
465,6,NULL,NULL,NULL,"ATORVASTATINA",1069,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
466,6,NULL,NULL,NULL,"ATORVASTATINA",1070,"20 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
467,6,NULL,NULL,NULL,"CIPROFLOXACINO",2533,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
468,6,NULL,NULL,NULL,"CLARITROMICINA",2651,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
469,6,NULL,NULL,NULL,"CLORANFENICOL",2809,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
470,6,NULL,NULL,NULL,"CLORFENAMINA MALEATO",2828,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
471,6,NULL,NULL,NULL,"CLOTRIMAZOL",2879,"500 mg","Tableta Vaginal","OVULO","Caja Envase Blister Ovulos"
473,6,NULL,NULL,NULL,"DOLODRAN EXTRA FORTE",3906,"500 mg + 50 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
